step,multitask/SpaceInvaders/loss,multitask/epsilon
117000,8.010829333215952e-05,0.76834
118000,9.969335224013776e-05,0.76636
119000,0.0002510010963305831,0.7643800000000001
120000,0.00010407352237962186,0.7624
121000,0.0006433720700442791,0.76042
122000,0.006456861738115549,0.75844
123000,0.029871337115764618,0.75646
124000,0.00018924989853985608,0.75448
125000,0.003131306264549494,0.7525
126000,0.0001257044350495562,0.75052
127000,0.014524541795253754,0.74854
128000,0.00026991372578777373,0.74656
129000,0.015156771056354046,0.74458
130000,0.00014225012273527682,0.7425999999999999
131000,0.01573955826461315,0.7406200000000001
132000,0.0006552276900038123,0.73864
133000,0.014056097716093063,0.73666
134000,0.0006186480168253183,0.73468
135000,0.0002645717468112707,0.7326999999999999
136000,0.000731217092834413,0.73072
137000,0.02277824468910694,0.7287399999999999
138000,0.00030167700606398284,0.72676
139000,0.012981191277503967,0.72478
140000,0.00019166339188814163,0.7228
141000,9.138044697465375e-05,0.72082
142000,0.0003003684105351567,0.71884
143000,0.013500407338142395,0.71686
144000,0.00012310045713093132,0.71488
145000,0.01013884600251913,0.7129000000000001
146000,0.028591381385922432,0.71092
147000,0.01033056154847145,0.70894
148000,0.0005607669008895755,0.70696
149000,0.00030337864882312715,0.7049799999999999
150000,0.0003577204479370266,0.7030000000000001
151000,0.017314108088612556,0.70102
152000,0.021255899220705032,0.69904
153000,0.013264412060379982,0.69706
154000,0.000784298696089536,0.69508
155000,0.0011532659409567714,0.6931
156000,0.00018345139687880874,0.69112
157000,0.00354407518170774,0.68914
158000,0.0009286047425121069,0.68716
159000,0.00035721369204111397,0.68518
160000,0.006036103703081608,0.6832
161000,0.0006651063449680805,0.6812199999999999
162000,0.013149743899703026,0.6792400000000001
163000,0.016749989241361618,0.67726
164000,0.0013635145733132958,0.67528
165000,0.004155521746724844,0.6733
166000,0.028042200952768326,0.6713199999999999
167000,0.0017288903472945094,0.66934
168000,0.0001366984797641635,0.66736
169000,0.0006194137968122959,0.66538
170000,0.00043005868792533875,0.6634
171000,0.016089243814349174,0.6614199999999999
172000,0.0011007505236193538,0.65944
173000,0.019878413528203964,0.65746
174000,0.0014999256236478686,0.6554800000000001
175000,0.017247037962079048,0.6535
176000,0.0004953691968694329,0.6515200000000001
177000,0.0016752323135733604,0.64954
178000,0.01630847342312336,0.64756
179000,0.0002842770190909505,0.64558
180000,0.0029492899775505066,0.6436
181000,0.016179542988538742,0.6416200000000001
182000,0.03489566594362259,0.63964
183000,0.0004945227992720902,0.63766
184000,0.00024277123156934977,0.63568
185000,0.013483227230608463,0.6336999999999999
186000,0.0013883624924346805,0.6317200000000001
187000,0.007350257597863674,0.62974
188000,0.0024429066106677055,0.62776
189000,0.030890164896845818,0.62578
190000,0.018582362681627274,0.6238
191000,0.0018227937398478389,0.62182
192000,0.0015127039514482021,0.61984
193000,0.0018855421803891659,0.6178600000000001
194000,0.0020203604362905025,0.61588
195000,0.001420946209691465,0.6139
196000,0.004150291904807091,0.61192
197000,0.002520502544939518,0.6099399999999999
198000,0.0022335846442729235,0.6079600000000001
199000,0.0013606742722913623,0.60598
200000,0.0009355852380394936,0.604
201000,0.003495453391224146,0.60202
202000,0.0029723329935222864,0.6000399999999999
203000,0.0019228655146434903,0.59806
204000,0.001335728564299643,0.59608
205000,0.001947012497112155,0.5941000000000001
206000,0.0015977885341271758,0.59212
207000,0.0007219622493721545,0.59014
208000,0.021269114688038826,0.58816
209000,0.0014706376241520047,0.58618
210000,0.015013285912573338,0.5842
211000,0.0018909609643742442,0.58222
212000,0.0020177671685814857,0.5802400000000001
213000,0.0007176163489930332,0.57826
214000,0.0013232557103037834,0.57628
215000,0.0013250780757516623,0.5743
216000,0.01880607008934021,0.5723199999999999
217000,0.0015791438054293394,0.5703400000000001
218000,0.00018064360483549535,0.56836
219000,0.0005551205249503255,0.56638
220000,0.001390264485962689,0.5644
221000,0.0038994422648102045,0.5624199999999999
222000,0.0021611086558550596,0.56044
223000,0.0016467393143102527,0.55846
224000,0.001939981710165739,0.55648
225000,0.0002554390230216086,0.5545
226000,0.006024405360221863,0.55252
227000,0.00014275821740739048,0.55054
228000,0.0009062685421667993,0.5485599999999999
229000,0.0031838840804994106,0.5465800000000001
230000,0.017274435609579086,0.5446
231000,0.014323928393423557,0.54262
232000,0.0004572079633362591,0.54064
233000,0.0016034403815865517,0.5386599999999999
234000,0.0020746486261487007,0.53668
235000,0.002732030814513564,0.5347
236000,0.0012291799066588283,0.5327200000000001
237000,0.0014912760816514492,0.53074
238000,0.0011737470049411058,0.52876
239000,0.04366283863782883,0.52678
240000,0.015478141605854034,0.5248
241000,0.0011429458390921354,0.5228200000000001
242000,0.002477946924045682,0.52084
243000,0.0018449119525030255,0.5188600000000001
244000,0.0005699705798178911,0.51688
245000,0.0018874116940423846,0.5149
246000,0.0017210454680025578,0.51292
247000,0.011033245362341404,0.51094
248000,0.0018856014357879758,0.5089600000000001
249000,0.0014801665674895048,0.50698
250000,0.0004888969706371427,0.505
251000,0.0007058056653477252,0.50302
252000,0.0044858092442154884,0.5010399999999999
253000,0.0018813901115208864,0.49905999999999995
254000,0.001050011022016406,0.49707999999999997
255000,0.0005183593602851033,0.4951
256000,0.0019328577909618616,0.49312
257000,0.0015950226224958897,0.49114
258000,0.0010152372997254133,0.48916000000000004
259000,0.012293974868953228,0.48717999999999995
260000,0.002507858444005251,0.48519999999999996
261000,0.00822936650365591,0.48322
262000,0.0002591322991065681,0.48124
263000,0.001603642012923956,0.47926
264000,0.001479721162468195,0.4772799999999999
265000,0.003913029097020626,0.47529999999999994
266000,0.0017478661611676216,0.47331999999999996
267000,0.008777216076850891,0.47134
268000,0.0021847712341696024,0.46936
269000,0.022120531648397446,0.46738
270000,0.002288907766342163,0.4653999999999999
271000,0.017516691237688065,0.46341999999999994
272000,0.010320570319890976,0.46143999999999996
273000,0.0012484482722356915,0.45946
274000,0.006916853133589029,0.45748
275000,0.001126424758695066,0.4555
276000,0.0005592450615949929,0.4535199999999999
277000,0.014875488355755806,0.45153999999999994
278000,0.0005945109878666699,0.44955999999999996
279000,0.0009592986316420138,0.44758
280000,0.003376322565600276,0.4456
281000,0.005249300971627235,0.4436199999999999
282000,0.0011280742473900318,0.44164000000000003
283000,0.0016005879733711481,0.43966000000000005
284000,0.0005392561433836818,0.43768000000000007
285000,0.0017622626619413495,0.4357000000000001
286000,0.0006989174289628863,0.4337200000000001
287000,0.0006447386112995446,0.43174
288000,0.003057276364415884,0.42976000000000003
289000,0.003964247647672892,0.42778000000000005
290000,0.0007951182196848094,0.42580000000000007
291000,0.0016949265263974667,0.4238200000000001
292000,0.003687076736241579,0.42184
293000,0.027340345084667206,0.41986
294000,0.00990891270339489,0.41788000000000003
295000,0.0011085517471656203,0.41590000000000005
296000,0.003036370500922203,0.41392000000000007
297000,0.0018523546168580651,0.4119400000000001
298000,0.005002682562917471,0.40996
299000,0.002496839500963688,0.40798
300000,0.0019220770336687565,0.406
301000,0.0014701449545100331,0.40402000000000005
302000,0.0003884973411913961,0.40204000000000006
303000,0.006730141118168831,0.40005999999999997
304000,0.00023444430553354323,0.39808
305000,0.020376019179821014,0.3961
306000,0.0021983457263559103,0.39412
307000,0.0016800519078969955,0.39214000000000004
308000,0.0008888616575859487,0.39016000000000006
309000,0.001266414183191955,0.38817999999999997
310000,0.002175083151087165,0.3862
311000,0.0005264970823191106,0.38422
312000,0.00011436198110459372,0.38224
313000,0.0024366904981434345,0.38026000000000004
314000,0.0027297320775687695,0.37827999999999995
315000,0.000993844005279243,0.37629999999999997
316000,0.006677660159766674,0.37432
317000,0.015930814668536186,0.37234
318000,0.005530232563614845,0.37036
319000,0.003233924973756075,0.36838000000000004
320000,0.002021892461925745,0.36639999999999995
321000,0.003606963437050581,0.36441999999999997
322000,0.009306129068136215,0.36244
323000,0.0004626789886970073,0.36046
324000,0.002079220488667488,0.35848
325000,0.0033025541342794895,0.35650000000000004
326000,0.0036823516711592674,0.35451999999999995
327000,0.0008173601236194372,0.35253999999999996
328000,0.001208412111736834,0.35056
329000,0.00041033426532521844,0.34858
330000,0.005170286633074284,0.3466
331000,0.0009136786684393883,0.3446199999999999
332000,0.0027228528633713722,0.34263999999999994
333000,0.004297362640500069,0.34065999999999996
334000,0.0005286242230795324,0.33868
335000,0.001657277112826705,0.3367
336000,0.00040922994958236814,0.33472
337000,0.008027588948607445,0.3327399999999999
338000,0.012587590143084526,0.33075999999999994
339000,0.004113435745239258,0.32877999999999996
340000,0.006707129999995232,0.3268
341000,0.0023199417628347874,0.32482
342000,0.007787204347550869,0.3228399999999999
343000,0.0015109730884432793,0.3208599999999999
344000,0.00026024453109130263,0.31888000000000005
345000,0.007962863892316818,0.31690000000000007
346000,0.0007263450534082949,0.3149200000000001
347000,0.004516941029578447,0.3129400000000001
348000,0.0015549540985375643,0.31096
349000,0.005453674588352442,0.30898000000000003
350000,0.005145796574652195,0.30700000000000005
351000,0.0051378183998167515,0.30502000000000007
352000,0.003330084029585123,0.3030400000000001
353000,0.0004023978835903108,0.30106
354000,0.0007275111274793744,0.29908
355000,0.001330251106992364,0.29710000000000003
356000,0.003594891168177128,0.29512000000000005
357000,0.002734643639996648,0.29314000000000007
358000,0.004772685468196869,0.2911600000000001
359000,0.0011470013996586204,0.28918
360000,0.018241971731185913,0.2872
361000,0.0006741579854860902,0.28522000000000003
362000,0.004048995207995176,0.28324000000000005
363000,0.0013426123186945915,0.28126000000000007
364000,0.0010606668656691909,0.27928
365000,0.002120407298207283,0.2773
366000,0.0005802016239613295,0.27532
367000,0.00035978248342871666,0.27334
368000,0.007177736610174179,0.27136000000000005
369000,0.018550023436546326,0.26938000000000006
370000,0.0013047230895608664,0.26739999999999997
371000,0.007399008143693209,0.26542
372000,0.002476163674145937,0.26344
373000,0.006896038539707661,0.26146
374000,0.003400913206860423,0.25948000000000004
375000,0.012918745167553425,0.25750000000000006
376000,0.004280467983335257,0.25551999999999997
377000,0.0029545410070568323,0.25354
378000,0.026834845542907715,0.25156
379000,0.004521372262388468,0.24958000000000002
380000,0.005156039260327816,0.24760000000000004
381000,0.011479582637548447,0.24561999999999995
382000,0.002841138280928135,0.24363999999999997
383000,0.0032480114605277777,0.24165999999999999
384000,0.0125900162383914,0.23968
385000,0.0014327483950182796,0.23770000000000002
386000,0.001529506640508771,0.23572000000000004
387000,0.0048819854855537415,0.23373999999999995
388000,0.020009715110063553,0.23175999999999997
389000,0.002783033065497875,0.22977999999999998
390000,0.0013296075630933046,0.2278
391000,0.007726273499429226,0.22582000000000002
392000,0.0053209541365504265,0.22383999999999993
393000,0.01305217482149601,0.22185999999999995
394000,0.013443841598927975,0.21987999999999996
395000,0.0019025624496862292,0.21789999999999998
396000,0.002378239994868636,0.21592
397000,0.0012182111386209726,0.21394000000000002
398000,0.00023401089129038155,0.21195999999999993
399000,0.0009409353951923549,0.20997999999999994
400000,0.0016022466588765383,0.20799999999999996
401000,0.003322626929730177,0.20601999999999998
402000,0.0021002874709665775,0.20404
403000,0.022495048120617867,0.2020599999999999
404000,0.0006253400933928788,0.20007999999999992
405000,0.0006643060478381813,0.19809999999999994
406000,0.007799119222909212,0.19611999999999996
407000,0.014924442395567894,0.1941400000000001
408000,0.0012427535839378834,0.1921600000000001
409000,0.015590722672641277,0.19018000000000002
410000,0.002327254507690668,0.18820000000000003
411000,0.011938461102545261,0.18622000000000005
412000,0.00029309000819921494,0.18424000000000007
413000,0.028924962505698204,0.1822600000000001
414000,0.0036161744501441717,0.18028
415000,0.003258319804444909,0.17830000000000001
416000,0.0041405074298381805,0.17632000000000003
417000,0.0011803915258497,0.17434000000000005
418000,0.015066254884004593,0.17236000000000007
419000,0.0006777888629585505,0.1703800000000001
420000,0.00625236239284277,0.1684
421000,0.0029221465811133385,0.16642
422000,0.0011040962999686599,0.16444000000000003
423000,0.002410314744338393,0.16246000000000005
424000,0.002843050053343177,0.16048000000000007
425000,0.0006444202736020088,0.15849999999999997
426000,0.0003979736939072609,0.15652
427000,0.0013593765906989574,0.15454
428000,0.014444561675190926,0.15256000000000003
429000,0.000999129842966795,0.15058000000000005
430000,0.007443730719387531,0.14860000000000007
431000,0.0013492046855390072,0.14661999999999997
432000,0.009512705728411674,0.14464
433000,0.002352263778448105,0.14266
434000,0.008127298206090927,0.14068000000000003
435000,0.02452460490167141,0.13870000000000005
436000,0.010068777948617935,0.13672000000000006
437000,0.0009832072537392378,0.13473999999999997
438000,0.006955198012292385,0.13276
439000,0.012239890173077583,0.13078
440000,0.0015696050832048059,0.12880000000000003
441000,0.008829363621771336,0.12682000000000004
442000,0.0015171344857662916,0.12483999999999995
443000,0.0008567477925680578,0.12285999999999997
444000,0.01897555962204933,0.12087999999999999
445000,0.0008658377919346094,0.1189
446000,0.002655238611623645,0.11692000000000002
447000,0.002962804865092039,0.11494000000000004
448000,0.006037430837750435,0.11295999999999995
449000,0.0006153172580525279,0.11097999999999997
450000,0.005029215477406979,0.10899999999999999
451000,0.02150273695588112,0.10702
452000,0.0013561984524130821,0.10504000000000002
453000,0.001929176738485694,0.10305999999999993
454000,0.0027322261594235897,0.10107999999999995
455000,0.0027851704508066177,0.09909999999999997
456000,0.0016797668067738414,0.09711999999999998
457000,0.001682414673268795,0.09514
458000,0.000617462967056781,0.09316000000000002
459000,0.01530827023088932,0.09117999999999993
460000,0.00234023155644536,0.08919999999999995
461000,0.0021312711760401726,0.08721999999999996
462000,0.001981363631784916,0.08523999999999998
463000,0.012284879572689533,0.08326
464000,0.013759803958237171,0.08127999999999991
465000,0.002150073181837797,0.07929999999999993
466000,0.044981926679611206,0.07731999999999994
467000,0.0016497240867465734,0.07533999999999996
468000,0.0033756329212337732,0.07335999999999998
469000,0.005300704389810562,0.07138000000000011
470000,0.001492456765845418,0.06940000000000002
471000,0.020415525883436203,0.06742000000000004
472000,0.0014924234710633755,0.06544000000000005
473000,0.0015407210448756814,0.06346000000000007
474000,0.0016925835516303778,0.06148000000000009
475000,0.002893613651394844,0.0595
476000,0.004625343717634678,0.057520000000000016
477000,0.0029368028044700623,0.055540000000000034
478000,0.0014714531134814024,0.05356000000000005
479000,0.0016371995443478227,0.05158000000000007
480000,0.0028766575269401073,0.04960000000000009
481000,0.01690821163356304,0.047619999999999996
482000,0.004724164493381977,0.045640000000000014
483000,0.0013175184139981866,0.04366000000000003
484000,0.003985618241131306,0.04168000000000005
485000,0.002751437248662114,0.03970000000000007
486000,0.008010955527424812,0.03772000000000009
487000,0.011470654048025608,0.035739999999999994
488000,0.011567352339625359,0.03376000000000001
489000,0.005556178744882345,0.03178000000000003
490000,0.004081021994352341,0.02980000000000005
491000,0.0028639959637075663,0.027820000000000067
492000,0.023459192365407944,0.025839999999999974
493000,0.0025187949649989605,0.023859999999999992
494000,0.0005737441242672503,0.02188000000000001
495000,0.039152611047029495,0.01990000000000003
496000,0.0008751762798056006,0.017920000000000047
497000,0.0018172597046941519,0.015940000000000065
498000,0.0007195232319645584,0.013959999999999972
499000,0.0006742171244695783,0.01197999999999999
500000,0.0017161713913083076,0.010000000000000009
501000,0.002546017523854971,0.010000000000000009
502000,0.0008232180261984468,0.010000000000000009
503000,0.0025458652526140213,0.010000000000000009
504000,0.005015239119529724,0.010000000000000009
505000,0.008220193907618523,0.010000000000000009
506000,0.0025032160338014364,0.010000000000000009
507000,0.0014463287079706788,0.010000000000000009
508000,0.011591566726565361,0.010000000000000009
509000,0.0011941451812162995,0.010000000000000009
510000,0.011073032394051552,0.010000000000000009
511000,0.009296493604779243,0.010000000000000009
512000,0.0013840347528457642,0.010000000000000009
513000,0.0029886295087635517,0.010000000000000009
514000,0.0024833253119140863,0.010000000000000009
515000,0.0012966101057827473,0.010000000000000009
516000,0.0018204774241894484,0.010000000000000009
517000,0.0002672287228051573,0.010000000000000009
518000,0.00437511969357729,0.010000000000000009
519000,0.019813185557723045,0.010000000000000009
520000,0.003041156567633152,0.010000000000000009
521000,0.004558979067951441,0.010000000000000009
522000,0.0017560920678079128,0.010000000000000009
523000,0.002440996002405882,0.010000000000000009
524000,0.0026339073665440083,0.010000000000000009
525000,0.004658177495002747,0.010000000000000009
526000,0.0018927054479718208,0.010000000000000009
527000,0.0052529689855873585,0.010000000000000009
528000,0.0019234181381762028,0.010000000000000009
529000,0.0044510262086987495,0.010000000000000009
530000,0.006729648448526859,0.010000000000000009
531000,0.0012288416037335992,0.010000000000000009
532000,0.008184477686882019,0.010000000000000009
533000,0.012444064021110535,0.010000000000000009
534000,0.009295176714658737,0.010000000000000009
535000,0.004344536457210779,0.010000000000000009
536000,0.007587329018861055,0.010000000000000009
537000,0.007626772858202457,0.010000000000000009
538000,0.0015314255142584443,0.010000000000000009
539000,0.028240472078323364,0.010000000000000009
540000,0.01018603052943945,0.010000000000000009
541000,0.002687430940568447,0.010000000000000009
542000,0.009537240490317345,0.010000000000000009
543000,0.001832820475101471,0.010000000000000009
544000,0.0023046331480145454,0.010000000000000009
545000,0.0014796389732509851,0.010000000000000009
546000,0.02120727114379406,0.010000000000000009
547000,0.02096269279718399,0.010000000000000009
548000,0.0011506162118166685,0.010000000000000009
549000,0.0025847323704510927,0.010000000000000009
550000,0.0021302197128534317,0.010000000000000009
551000,0.0018853115616366267,0.010000000000000009
552000,0.017065396532416344,0.010000000000000009
553000,0.0259783286601305,0.010000000000000009
554000,0.004479791969060898,0.010000000000000009
555000,0.00870710238814354,0.010000000000000009
556000,0.0025223633274435997,0.010000000000000009
557000,0.00386996241286397,0.010000000000000009
558000,0.0009927363134920597,0.010000000000000009
559000,0.0011161172296851873,0.010000000000000009
560000,0.0020217066630721092,0.010000000000000009
561000,0.0013189513701945543,0.010000000000000009
562000,0.0005777012556791306,0.010000000000000009
563000,0.0038404674269258976,0.010000000000000009
564000,0.00270662154071033,0.010000000000000009
565000,0.0016380989691242576,0.010000000000000009
566000,0.0007075079483911395,0.010000000000000009
567000,0.007747643161565065,0.010000000000000009
568000,0.006693708710372448,0.010000000000000009
569000,0.0034077041782438755,0.010000000000000009
570000,0.0008030887693166733,0.010000000000000009
571000,0.0015422578435391188,0.010000000000000009
572000,0.001740007079206407,0.010000000000000009
573000,0.0007362149772234261,0.010000000000000009
574000,0.002632906660437584,0.010000000000000009
575000,0.006499551702290773,0.010000000000000009
576000,0.009648529812693596,0.010000000000000009
577000,0.001693490194156766,0.010000000000000009
578000,0.004504837561398745,0.010000000000000009
579000,0.015420937910676003,0.010000000000000009
580000,0.0029118508100509644,0.010000000000000009
581000,0.002482907148078084,0.010000000000000009
582000,0.024174673482775688,0.010000000000000009
583000,0.0011107050813734531,0.010000000000000009
584000,0.002207105979323387,0.010000000000000009
585000,0.000687279156409204,0.010000000000000009
586000,0.007592778652906418,0.010000000000000009
587000,0.014492569491267204,0.010000000000000009
588000,0.0023625113535672426,0.010000000000000009
589000,0.0064125871285796165,0.010000000000000009
590000,0.0011825960827991366,0.010000000000000009
591000,0.0008749339613132179,0.010000000000000009
592000,0.0026110706385225058,0.010000000000000009
593000,0.0007366915233433247,0.010000000000000009
594000,0.0016467644600197673,0.010000000000000009
595000,0.0014420049265027046,0.010000000000000009
596000,0.0034830723889172077,0.010000000000000009
597000,0.0025410617236047983,0.010000000000000009
598000,0.009877555072307587,0.010000000000000009
599000,0.00088322046212852,0.010000000000000009
600000,0.00224771979264915,0.010000000000000009
601000,0.003043204080313444,0.010000000000000009
602000,0.004977359436452389,0.010000000000000009
603000,0.01936306245625019,0.010000000000000009
604000,0.005106263794004917,0.010000000000000009
605000,0.0010819828603416681,0.010000000000000009
606000,0.0029780170880258083,0.010000000000000009
607000,0.0011782933725044131,0.010000000000000009
608000,0.0007531280862167478,0.010000000000000009
609000,0.0007960028015077114,0.010000000000000009
610000,0.00585368974134326,0.010000000000000009
611000,0.0018339331727474928,0.010000000000000009
612000,0.0013596921926364303,0.010000000000000009
613000,0.02374780923128128,0.010000000000000009
614000,0.0037117633037269115,0.010000000000000009
615000,0.0017953860806301236,0.010000000000000009
616000,0.0011632663663476706,0.010000000000000009
617000,0.0018520760349929333,0.010000000000000009
618000,0.0038255024701356888,0.010000000000000009
619000,0.0028362986631691456,0.010000000000000009
620000,0.023642268031835556,0.010000000000000009
621000,0.04913026839494705,0.010000000000000009
622000,0.0006980969337746501,0.010000000000000009
623000,0.002147368621081114,0.010000000000000009
624000,0.0016318822745233774,0.010000000000000009
625000,0.0016048888210207224,0.010000000000000009
626000,0.024846475571393967,0.010000000000000009
627000,0.0012986029032617807,0.010000000000000009
628000,0.0022281999699771404,0.010000000000000009
629000,0.0016991954762488604,0.010000000000000009
630000,0.0011066208826377988,0.010000000000000009
631000,0.0019349120557308197,0.010000000000000009
632000,0.006016422063112259,0.010000000000000009
633000,0.002933674491941929,0.010000000000000009
634000,0.0022404217161238194,0.010000000000000009
635000,0.00747041217982769,0.010000000000000009
636000,0.0045057437382638454,0.010000000000000009
637000,0.006854449398815632,0.010000000000000009
638000,0.0012160141486674547,0.010000000000000009
639000,0.0014052027836441994,0.010000000000000009
640000,0.004313291050493717,0.010000000000000009
641000,0.0007752409437671304,0.010000000000000009
642000,0.005880983546376228,0.010000000000000009
643000,0.004171227104961872,0.010000000000000009
644000,0.002656045835465193,0.010000000000000009
645000,0.0030520688742399216,0.010000000000000009
646000,0.009524211287498474,0.010000000000000009
647000,0.011083484627306461,0.010000000000000009
648000,0.0064457980915904045,0.010000000000000009
649000,0.01722129061818123,0.010000000000000009
650000,0.001597058493643999,0.010000000000000009
651000,0.0035147506278008223,0.010000000000000009
652000,0.004094388801604509,0.010000000000000009
653000,0.004312797449529171,0.010000000000000009
654000,0.0027709025889635086,0.010000000000000009
655000,0.009090052917599678,0.010000000000000009
656000,0.02093443274497986,0.010000000000000009
657000,0.014983904547989368,0.010000000000000009
658000,0.0022518206387758255,0.010000000000000009
659000,0.011588811874389648,0.010000000000000009
660000,0.008904174901545048,0.010000000000000009
661000,0.011364229023456573,0.010000000000000009
662000,0.007294361479580402,0.010000000000000009
663000,0.016946695744991302,0.010000000000000009
664000,0.03041287139058113,0.010000000000000009
665000,0.010235068388283253,0.010000000000000009
666000,0.0023034270852804184,0.010000000000000009
667000,0.008246337994933128,0.010000000000000009
668000,0.0014460333622992039,0.010000000000000009
669000,0.009249664843082428,0.010000000000000009
670000,0.003126789815723896,0.010000000000000009
671000,0.0012366765877231956,0.010000000000000009
672000,0.00412400346249342,0.010000000000000009
673000,0.014334765262901783,0.010000000000000009
674000,0.005753668025135994,0.010000000000000009
675000,0.001866905833594501,0.010000000000000009
676000,0.007257368415594101,0.010000000000000009
677000,0.0077886516228318214,0.010000000000000009
678000,0.012714523822069168,0.010000000000000009
679000,0.014087234623730183,0.010000000000000009
680000,0.008867261931300163,0.010000000000000009
681000,0.0015262067317962646,0.010000000000000009
682000,0.014162863604724407,0.010000000000000009
683000,0.0015150203835219145,0.010000000000000009
684000,0.03075089305639267,0.010000000000000009
685000,0.004150258842855692,0.010000000000000009
686000,0.0054563856683671474,0.010000000000000009
687000,0.0015387978637591004,0.010000000000000009
688000,0.022512728348374367,0.010000000000000009
689000,0.007135999388992786,0.010000000000000009
690000,0.0056201983243227005,0.010000000000000009
691000,0.0009435322135686874,0.010000000000000009
692000,0.003319817828014493,0.010000000000000009
693000,0.0029434466268867254,0.010000000000000009
694000,0.004435122478753328,0.010000000000000009
695000,0.002426445484161377,0.010000000000000009
696000,0.00755053898319602,0.010000000000000009
697000,0.015713553875684738,0.010000000000000009
698000,0.003450786229223013,0.010000000000000009
699000,0.0045735654421150684,0.010000000000000009
700000,0.012475132942199707,0.010000000000000009
701000,0.017871566116809845,0.010000000000000009
702000,0.007187473587691784,0.010000000000000009
703000,0.004379851743578911,0.010000000000000009
704000,0.0012040042784065008,0.010000000000000009
705000,0.0017395906616002321,0.010000000000000009
706000,0.005455527920275927,0.010000000000000009
707000,0.0026851478032767773,0.010000000000000009
708000,0.007029387168586254,0.010000000000000009
709000,0.012443548999726772,0.010000000000000009
710000,0.00436412775889039,0.010000000000000009
711000,0.01672414503991604,0.010000000000000009
712000,0.0031107538379728794,0.010000000000000009
713000,0.0013918030308559537,0.010000000000000009
714000,0.0036717159673571587,0.010000000000000009
715000,0.0020045677665621042,0.010000000000000009
716000,0.004342249594628811,0.010000000000000009
717000,0.002404515165835619,0.010000000000000009
718000,0.002328429836779833,0.010000000000000009
719000,0.009992484003305435,0.010000000000000009
720000,0.004201143980026245,0.010000000000000009
721000,0.003573561552911997,0.010000000000000009
722000,0.003210941329598427,0.010000000000000009
723000,0.004500620998442173,0.010000000000000009
724000,0.0030682936776429415,0.010000000000000009
725000,0.0027200181502848864,0.010000000000000009
726000,0.001685073133558035,0.010000000000000009
727000,0.002659916877746582,0.010000000000000009
728000,0.002090724650770426,0.010000000000000009
729000,0.0096479132771492,0.010000000000000009
730000,0.015534264035522938,0.010000000000000009
731000,0.014286068268120289,0.010000000000000009
732000,0.007627855986356735,0.010000000000000009
733000,0.005023655481636524,0.010000000000000009
734000,0.011659097857773304,0.010000000000000009
735000,0.004333958961069584,0.010000000000000009
736000,0.011464323848485947,0.010000000000000009
737000,0.0016757264966145158,0.010000000000000009
738000,0.055121056735515594,0.010000000000000009
739000,0.002661419101059437,0.010000000000000009
740000,0.0017096506198868155,0.010000000000000009
